DateTime,stage 1 feed conductivity (us/cm),stage 1 feed pressure (psi),stage 1 permeate flowrate (gpm),stage 1 permeate conductivity (us/cm),stage 1 concentrate flowrate (gpm),stage 1 concentrate pressure (psi),,stage2_ro_inlet_P (psi),stage2_ro_outlet_P (psi),stage2_feed_conductivity (us/cm),stage2_perm_conductivity (us/cm),stage2_feed_flow (gpm),stage2_perm_flow (gpm),stage3_ro_inlet_P (psi),stage3_ro_outlet_P (psi),stage3_feed_conductivity (us/cm),stage3_perm_conductivity (us/cm),stage3_feed_flow (gpm),stage3_perm_flow (gpm)
2/2/2020,1029.969971,142.4199982,1595.859985,20.96999931,1083.919983,131.0200043,,,,,,,,,,,,,
2/3/2020,932.9199829,142.1900024,1651.579956,20.02999878,1099.929962,130.6900024,,,,,,,,,,,,,
2/4/2020,1013.279968,6.179999828,0.439999998,70,0.389999978,6.339999676,,,,,,,,,,,,,
2/5/2020,940.7599487,4.799999714,0.329999983,71,0.269999988,5.019999981,,,,,,,,,,,,,
2/6/2020,1009.219971,4.880000114,0.429999977,72,0.329999991,5.119999886,,,,,,,,,,,,,
2/7/2020,1009.539978,4.909999847,0.319999993,73,0.389999986,5.089999676,,,,,,,,,,,,,
2/8/2020,983.5999756,144.6499939,1568.089966,18.96999931,1071.139954,133.3600006,,,,,,,,,,,,,
2/9/2020,953.0199585,144.0899963,1521.22998,18,1070.209991,132.7299957,,,,,,,,,,,,,
2/10/2020,916.4699707,143.2299957,1590.599976,18,1080.959991,132.1699982,,,,,,,,,,,,,
2/11/2020,993.1199951,6.609999657,0.439999998,68,0.199999988,6.839999676,,,,,,,,,,,,,
2/12/2020,971.6399536,142.6499939,1561.25,18,1073.799988,131.5699921,,,,,,,,,,,,,
2/13/2020,974.25,33.29000092,0.439999998,34,0.279999986,8.609999657,,,,,,,,,,,,,
2/14/2020,980.0799561,4.900000095,0.459999979,0,0.29999999,4.509999752,,,,,,,,,,,,,
2/15/2020,976.9400024,140.8099976,1696.079956,19,1101.059967,128.9700012,,,,,,,,,,,,,
2/16/2020,891.6999512,140.4700012,1659.319946,17,1089.949982,128.9799957,,,,,,,,,,,,,
2/17/2020,958.1499634,143.2399902,1609.130005,18.87999916,1077.169983,132.1600037,,,,,,,,,,,,,
2/18/2020,967.8800049,145.0999908,1616.099976,22,1093.719971,133.7399902,,,,,,,,,,,,,
2/19/2020,965.289978,144.5,1620.099976,21,1091.279999,133.0999908,,,,,,,,,,,,,
2/20/2020,1014.209961,143.9100037,1606.179932,22,1079.659973,133.0699921,,,,,,,,,,,,,
2/21/2020,1006.070007,144.0899963,1580.429932,22,1073.939941,133.2399902,,,,,,,,,,,,,
2/22/2020,1020.639954,143.4700012,1571.909912,21.96999931,1072.189941,132.6499939,,,,,,,,,,,,,
2/23/2020,934.0199585,145.6100006,1608.319946,20.02999878,1083.01001,134.4400024,,,,,,,,,,,,,
2/24/2020,938.6199951,145.3499908,1582.969971,21.96999931,1083.299988,134.2399902,,,,,,,,,,,,,
2/25/2020,996.039978,145.3600006,1565.359985,22,1076.339966,134.4100037,,,,,,,,,,,,,
2/26/2020,1021.849976,147.2399902,1608.079956,23,1080.75,136.1299896,,,,,,,,,,,,,
2/27/2020,1037.699951,146.2899933,1532.189941,21.02999878,1059.839966,135.7700043,,,,,,,,,,,,,
2/28/2020,1015.459961,146.4199982,1536.849976,21,1059.690002,135.8600006,,,,,,,,,,,,,
2/29/2020,1024.589966,146.4299927,1521.25,20.97999954,1059.549957,135.75,,,,,,,,,,,,,
3/1/2020,996.2699585,145.6299896,1543.150024,19.96999931,1062.779968,135.0200043,,,,,,,,,,,,,
3/2/2020,980.3299561,146.0500031,1564.219971,21,1076.119965,135.3199921,,,,,,,,,,,,,
3/3/2020,996.4799805,146.3899994,1528.47998,21,1063.429962,135.8000031,,,,,,,,,,,,,
3/4/2020,1040.609985,7.099999905,0.459999979,73.97000122,0.339999996,7.309999943,,,,,,,,,,,,,
3/5/2020,1036.140015,5.190000057,0.409999996,63.97999954,0.109999996,5.369999886,,,,,,,,,,,,,
3/6/2020,1022.909973,146.8199921,1615.380005,23.02999878,1095.859985,135.1999969,,,,,,,,,,,,,
3/7/2020,1058.26001,147.1699982,1598.339966,23,1083.439972,136.1799927,,,,,,,,,,,,,
3/8/2020,1005.719971,146.2200012,1588.890015,23,1078.380005,135.3499908,,,,,,,,,,,,,
3/9/2020,982.2399902,146.9199982,1536.219971,21.87999916,1070.119995,136.0699921,,,,,,,,,,,,,
3/10/2020,0.74000001,4.809999943,0.439999998,200,0.16,0,,,,,,,,,,,,,
3/11/2020,925.1300049,7.319999695,0.439999998,67.12999725,0.329999991,7.589999676,,,,,,,,,,,,,
3/12/2020,1009.509949,5.569999695,0.409999996,70,0.309999995,5.739999771,,,,,,,,,,,,,
3/13/2020,900.9299927,4.799999714,0.409999996,71,0.350000001,4.989999771,,,,,,,,,,,,,
3/14/2020,997.289978,4.819999695,0.439999998,72,0.18,4.980000019,,,,,,,,,,,,,
3/15/2020,998.9799805,8.649999619,0.419999987,47,0.219999999,8.829999924,,,,,,,,,,,,,
3/16/2020,972.3399658,8.289999962,0.379999995,31,0.29999999,8.489999771,,,,,,,,,,,,,
3/17/2020,998.3099976,4.869999886,0.439999998,22,0.309999987,5.019999981,,,,,,,,,,,,,
3/18/2020,1013.209961,4.819999695,0.439999998,23,0.369999982,6.589999676,,,,,,,,,,,,,
3/19/2020,1014.070007,5.460000038,0.349999994,200,0.199999996,5.629999638,,,,,,,,,,,,,
3/20/2020,1062.939941,4.980000019,0.439999998,155,0.29999999,5.179999828,,,,,,,,,,,,,
3/21/2020,1021.459961,145.7899933,1522.309937,22,1067.629974,135.1199951,,,,,,,,,,,,,
3/22/2020,1029.549927,144.9799957,1488.599976,22.11999893,1065.769958,134.5299988,,,,,,,,,,,,,
3/23/2020,962.5099487,144.5500031,1479.799927,22,1054.459991,134.2799988,,,,,,,,,,,,,
3/24/2020,993.75,145.25,1494.77002,21,1065.609985,134.6999969,,,,,,,,,,,,,
3/25/2020,1021.799988,145.5,1505.98999,22,1062.97998,134.8799896,,,,,,,,,,,,,
3/26/2020,1012.889954,145.7599945,1445.969971,21.02999878,1054.100006,135.4400024,,,,,,,,,,,,,
3/27/2020,996.25,147.1299896,1516.47998,21,1058.629974,136.7799988,,,,,,,,,,,,,
3/28/2020,973.5,6.460000038,0.419999987,63,0.459999993,6.659999847,,,,,,,,,,,,,
3/29/2020,1058.059937,5.679999828,0.199999988,37,0.329999998,5.879999638,,,,,,,,,,,,,
3/30/2020,1034.559937,145.5,1533.849976,21.97999954,1070.689972,134.8600006,,,,,,,,,,,,,
4/1/2020,1063.589966,146.6499939,1535.209961,22,1067.969971,136.2700043,,,,,,,,,,,,,
4/2/2020,1022.940002,146.4599915,1527.25,19,1075.199982,135.8899994,,,,,,,,,,,,,
4/3/2020,1032.609985,146.4599915,1539.929932,20.87999916,1060.719971,135.9299927,,,,,,,,,,,,,
4/4/2020,1059.48999,147.3399963,1513.630005,20,1065.599976,136.9100037,,,,,,,,,,,,,
4/5/2020,1040.419922,145.0399933,1530.51001,21.12999916,1070.040009,134.5599976,,,,,,,,,,,,,
4/6/2020,1033.569946,146.9100037,1491.369995,21.96999931,1071.580017,136.5200043,,,,,,,,,,,,,
4/7/2020,967.6699829,5.409999847,0.370000005,60,0.389999978,5.599999905,,,,,,,,,,,,,
4/8/2020,1014.079956,4.819999695,0.439999998,62,0.349999986,5.019999981,,,,,,,,,,,,,
4/9/2020,1007.889954,146.9899902,1485.289917,19.02999878,1068.440002,136.2899933,,,,,,,,,,,,,
4/10/2020,975.9599609,147.5800018,1492.640015,19,1049.769989,136.9799957,,,,,,,,,,,,,
4/11/2020,991.5199585,4.920000076,0.469999999,61,0.299999989,5.150000095,,,,,,,,,,,,,
4/12/2020,985.0099487,4.819999695,0.319999993,65.02999878,0.319999985,4.980000019,,,,,,,,,,,,,
4/13/2020,986.1199951,4.779999733,0.439999998,67,0.199999988,4.980000019,,,,,,,,,,,,,
4/14/2020,1046.849976,146.6100006,1502.539917,21,1066.439941,135.9299927,,,,,,,,,,,,,
4/15/2020,1039.209961,145.5500031,1534.919922,20.02999878,1055.47998,135,,,,,,,,,,,,,
4/16/2020,1083.939941,4.730000019,0.439999998,23,0.219999999,4.960000038,,,,,,,,,,,,,
4/17/2020,1011.969971,145.4700012,1533.969971,20,1076.289978,134.4400024,,,,,,,,,,,,,
4/18/2020,1012.139954,144.3099976,1502.709961,20.96999931,1072.669952,133.7399902,,,,,,,,,,,,,
4/19/2020,1018.089966,147.0099945,1501.75,20.02000046,1069.409973,136.1499939,,,,,,,,,,,,,
4/20/2020,1012.719971,5.400000095,0.439999998,69,0.399999976,5.579999924,,,,,,,,,,,,,
4/21/2020,1014.469971,144.0099945,1533.699951,21.02999878,1073.629974,133.3999939,,,,,,,,,,,,,
4/22/2020,1019.849976,142.4599915,1558.880005,21,1066.75,131.9700012,,,,,,,,,,,,,
4/23/2020,1019.059998,144.5399933,1579.73999,21,1076.129974,133.7799988,,,,,,,,,,,,,
4/24/2020,1026.619995,145.4599915,1582.529907,22,1085.119995,134.4799957,,,,,,,,,,,,,
4/25/2020,1008.299988,142.8099976,1600.22998,22,1086.73996,131.8899994,,,,,,,,,,,,,
4/26/2020,1043.390015,143.0599976,1587.5,22.97999954,1097.23999,131.9499969,,,,,,,,,,,,,
4/27/2020,990.6799927,141.5599976,1598.929932,23.02999878,1096.649963,130.6999969,,,,,,,,,,,,,
4/28/2020,1047.099976,141.75,1535.599976,23.01999855,1075.5,131.0200043,,,,,,,,,,,,,
4/29/2020,1077.449951,143.0399933,1588.099976,24.02999878,1093.769958,132.1799927,,,,,,,,,,,,,
4/30/2020,1060.880005,144.2299957,1606.049927,22.97999954,1098.649963,133.2799988,,,,,,,,,,,,,
5/1/2020,1049.549927,143.1399994,1579.609985,23,1088.779999,132.2099915,,,,,,,,,,,,,
5/2/2020,1058.25,144.3899994,1575.529907,23,1089.049988,133.4199982,,,,,,,,,,,,,
5/3/2020,999.0899658,143.3999939,1570.47998,21,1090.899994,132.5200043,,,,,,,,,,,,,
5/4/2020,958.0099487,9.75,0.439999998,75,0.179999992,9.929999352,,,,,,,,,,,,,
5/5/2020,1031.23999,141.7700043,1671,24.02999878,1135.529968,130.3999939,,,,,,,,,,,,,
5/6/2020,989.8299561,4.96999979,0.859999955,24.87999916,0.289999992,5.159999847,,,,,,,,,,,,,
5/7/2020,1028.650024,140.8000031,1669.47998,27.02999878,1100.139954,129.6600037,,,,,,,,,,,,,
5/8/2020,1053.589966,5.239999771,0.310000002,81,0.280000001,5.480000019,,,,,,,,,,,,,
5/9/2020,1053.539917,146.6100006,1672.829956,25.12999916,1095.379974,135.3300018,,,,,,,,,,,,,
5/10/2020,1055.02002,147.9499969,1611.72998,23.96999931,1098.519958,136.7899933,,,,,,,,,,,,,
5/11/2020,1043.429932,147.8899994,1652.52002,22.02000046,1103.059967,136.7200012,,,,,,,,,,,,,
5/12/2020,1068.319946,145.7599945,1679.719971,24.96999931,1096.98999,134.5500031,,,,,,,,,,,,,
5/13/2020,1106.26001,148.0800018,1627.76001,21.96999931,1105.829987,136.8399963,,,,,,,,,,,,,
5/14/2020,1024.030029,146.1999969,1606.5,21.02999878,1094.749969,135.2299957,,,,,,,,,,,,,
5/15/2020,1066.73999,146.9299927,1604.48999,22,1094.019989,135.9400024,,,,,,,,,,,,,
5/16/2020,1073.640015,146.3399963,1606.469971,21.02999878,1092.830017,135.2599945,,,,,,,,,,,,,
5/17/2020,1052.780029,145.9499969,1560.380005,22.02999878,1098.949951,134.8000031,,,,,,,,,,,,,
5/18/2020,1037.189941,147.7200012,1632.419922,22,1106.690002,136.3099976,,,,,,,,,,,,,
5/19/2020,1067.459961,145.9799957,1656.329956,24.12999916,1092.469971,134.75,,,,,,,,,,,,,
5/20/2020,1079.789917,144.75,1652.329956,29.96999931,1101.709961,133.6100006,,,,,,,,,,,,,
5/21/2020,1076.219971,144.1600037,1656.380005,29.02999878,1091.179962,133.0200043,,,,,,,,,,,,,
5/22/2020,1085.069946,142.9199982,1612.880005,23.02999878,1039.649994,132.4700012,,,,,,,,,,,,,
5/23/2020,1081.169922,142.2899933,1600.579956,23,1044.019958,131.8999939,,,,,,,,,,,,,
5/24/2020,1075.099976,35.55999756,0.429999977,60.12999725,0.149999991,10.21999931,,,,,,,,,,,,,
5/25/2020,1058.02002,4.699999809,67.33000183,0,0.109999999,13.79999924,,,,,,,,,,,,,
5/26/2020,1020.75,130.0200043,1552.849976,27.01999855,1061.419952,119.5499954,,,,,,,,,,,,,
5/27/2020,954.4099731,131.3699951,1603.079956,25,1040.019989,121.4599991,,,,,,,,,,,,,
5/28/2020,1020.589966,8.229999542,0.50999999,40.02999878,0.799999982,8.380000114,,,,,,,,,,,,,
5/29/2020,1012.619995,133.5999908,1605.539917,24.96999931,1038.319946,123.5699997,,,,,,,,,,,,,
5/30/2020,1027.599976,136.9599915,1599.609985,24.97999954,1055.279999,126.659996,,,,,,,,,,,,,
5/31/2020,996.7299805,135.9899902,1573.859985,24,1044.209961,125.75,,,,,,,,,,,,,
6/1/2020,995.5899658,136.1699982,1600.130005,25,1036.549957,126.1999969,,,,,,,,,,,,,
6/2/2020,1016.389954,138.0500031,1600.51001,23.87999916,1046.639954,127.75,,,,,,,,,,,,,
6/3/2020,1015.509949,137.1799927,1639.469971,24.02999878,1042.799957,127.0999985,,,,,,,,,,,,,
6/4/2020,994.4199829,135.8999939,1615.849976,24.02999878,1041.809998,125.7699966,,,,,,,,,,,,,
6/5/2020,1018.599976,136.7399902,1577.51001,24,1036.789948,126.5999985,,,,,,,,,,,,,
6/6/2020,997.6199951,138.0800018,1570.73999,23.96999931,1042.23996,127.9599991,,,,,,,,,,,,,
6/7/2020,1014.23999,136.4400024,1603.689941,24.02999878,1034.159973,126.6299973,,,,,,,,,,,,,
6/8/2020,994.3699951,136.9700012,1606.359985,27,1048.809998,126.5999985,,,,,,,,,,,,,
6/9/2020,1030.349976,138.5099945,1572.640015,28,1048.429962,128.1999969,,,,,,,,,,,,,
6/10/2020,949.5099487,135.9599915,1607.299927,26.02999878,1037.679962,125.7099991,,,,,,,,,,,,,
6/11/2020,1087.709961,137.5699921,1583.059937,29,1038.48999,127.3600006,,,,,,,,,,,,,
6/12/2020,1133.789917,5.940000057,0.389999986,61,0.239999995,6.170000076,,,,,,,,,,,,,
6/13/2020,1042.640015,136.7099915,1567.359985,26,1053.949982,126.5199966,,,,,,,,,,,,,
6/14/2020,1020.549988,5.670000076,0.379999995,144,0.17,5.909999847,,,,,,,,,,,,,
6/15/2020,1044.169922,9.010000229,0.439999998,118,0.189999998,9.210000038,,,,,,,,,,,,,
6/16/2020,1075.640015,7.789999962,0.370000005,47,0.279999997,7.989999771,,,,,,,,,,,,,
6/17/2020,1091.880005,7.069999695,0.389999986,55,0.309999982,7.259999752,,,,,,,,,,,,,
6/18/2020,1039.959961,9.329999924,0.409999996,37,0.29999999,9.479999542,,,,,,,,,,,,,
6/19/2020,1007.349976,9.75,0.439999998,34,0.239999995,9.960000038,,,,,,,,,,,,,
6/20/2020,1060.47998,5.519999981,0.439999998,36,0.280000001,5.710000038,,,,,,,,,,,,,
6/21/2020,1026.709961,8.979999542,0.310000002,36,0.219999999,9.179999352,,,,,,,,,,,,,
6/22/2020,978.1799927,8.340000153,0.439999998,37,0.089999996,8.569999695,,,,,,,,,,,,,
6/23/2020,1048.48999,8.929999352,0.439999998,29,0.299999982,9.18999958,,,,,,,,,,,,,
6/24/2020,1069.77002,5.210000038,0.409999996,32,0.249999994,5.440000057,,,,,,,,,,,,,
6/25/2020,1023.329956,8.970000267,0.539999962,32,0.199999988,9.179999352,,,,,,,,,,,,,
6/26/2020,1005.969971,9.149999619,0.439999998,34,0,9.369999886,,,,,,,,,,,,,
6/27/2020,1047.72998,9.179999352,0.409999996,33,0.289999992,9.380000114,,,,,,,,,,,,,
6/28/2020,1008.059998,8.929999352,0.379999995,33,0.249999985,9.149999619,,,,,,,,,,,,,
6/29/2020,992.2199707,7.589999676,0.379999995,33,0.25999999,7.809999943,,,,,,,,,,,,,
6/30/2020,1052.549927,8.960000038,0.439999998,33,0.109999999,9.179999352,,,,,,,,,,,,,
7/1/2020,1039.369995,8.710000038,0.439999998,33,0.189999992,8.88999939,,,,,,,,,,,,,
7/2/2020,1041.939941,8.109999657,0.519999981,34,0.199999988,8.289999962,,,,,,,,,,,,,
7/3/2020,1013.75,9.380000114,0.409999996,33,0.159999996,9.609999657,,,,,,,,,,,,,
7/4/2020,1049.23999,7.929999828,0.439999998,33,0.239999995,8.159999847,,,,,,,,,,,,,
7/5/2020,1035.959961,9.090000153,0.379999995,35,0.159999996,9.289999962,,,,,,,,,,,,,
7/6/2020,1020.269958,8.849999428,0.550000012,33,0.189999998,9.050000191,,,,,,,,,,,,,
7/7/2020,1046.51001,7.519999981,0.550000012,32,0.229999989,7.819999695,,,,,,,,,,,,,
7/8/2020,1046.630005,8.529999733,Null,31,#VALUE!,8.729999542,,,,,,,,,,,,,
7/9/2020,1135.969971,7.440000057,0.439999998,31,0.149999991,7.669999599,,,,,,,,,,,,,
7/10/2020,1052.039917,129.3699951,1601.809937,28.96999931,1051.659973,118.9199982,,,,,,,,,,,,,
7/11/2020,1061.829956,133.4400024,1610.369995,28.02999878,1043.149963,123.3299942,,,,,,,,,,,,,
7/12/2020,1018.459961,131.6499939,1608.22998,28,1042.160004,121.5899963,,,,,,,,,,,,,
7/13/2020,998.0199585,131.2700043,1592.529907,27,1037.089996,121.0999985,,,,,,,,,,,,,
7/14/2020,1063.119995,5.139999866,0.769999981,89,0.309999982,5.359999657,,,,,,,,,,,,,
7/15/2020,1065.599976,4.589999676,0.659999967,0,0.280000001,4.769999981,,,,,,,,,,,,,
7/16/2020,1001.259949,131.7899933,1624.819946,27,1039.019958,121.8600006,,,,,,,,,,,,,
7/17/2020,1055.359985,131.9700012,1598.699951,28,1039.419952,122.1199951,,,,,,,,,,,,,
7/18/2020,1090.049927,134.7399902,1583.679932,28,1051.679993,124.5599976,,,,,,,,,,,,,
7/19/2020,1048.349976,135.4299927,1565.959961,26.96999931,1044.389984,125.2799988,,,,,,,,,,,,,
7/20/2020,1044.059937,135.5599976,1588.890015,26,1047.369965,125.5799942,,,,,,,,,,,,,
7/21/2020,1071.369995,5.710000038,0.429999977,161,0.189999998,5.920000076,,,,,,,,,,,,,
7/22/2020,1072.02002,4.589999676,0.409999996,69.97000122,0.119999997,0,,,,,,,,,,,,,
7/23/2020,1066.359985,136.4499969,1570.75,26.87999916,1047.469971,126.2699966,,,,,,,,,,,,,
7/24/2020,1101.609985,136.1999969,1591.569946,27,1046.859955,126,,,,,,,,,,,,,
7/25/2020,1089.709961,135.4400024,1593.539917,27,1042.529999,125.4399948,,,,,,,,,,,,,
7/26/2020,1070.209961,136.4899902,1604.099976,27,1051.799988,126.0999985,,,,,,,,,,,,,
7/27/2020,1059.780029,135.9899902,1583.039917,27,1046.419952,125.8600006,,,,,,,,,,,,,
7/28/2020,1096.160034,135.9599915,1599.679932,26,1040.869965,125.8499985,,,,,,,,,,,,,
7/29/2020,1066.809937,135.7599945,1620.079956,26,1045.999969,125.7999954,,,,,,,,,,,,,
7/30/2020,1063.559937,133.1399994,1560.659912,26.96999931,1040.179993,123.2900009,,,,,,,,,,,,,
7/31/2020,1067.319946,136.0699921,1589.359985,27.02999878,1048.859985,125.7900009,,,,,,,,,,,,,
8/1/2020,1077.410034,135.75,1607.900024,27,1046.609955,125.5099945,,,,,,,,,,,,,
8/2/2020,1080.369995,135.3000031,1571.77002,27.87999916,1038.829956,125.1100006,,,,,,,,,,,,,
8/3/2020,1076.579956,135.8999939,1606.47998,27.87999916,1047.149963,125.8099976,,,,,,,,,,,,,
8/4/2020,1021.269958,129.9400024,1618.659912,29.02999878,1050.399994,120.0099945,,,,,,,,,,,,,
8/5/2020,1055.539917,136.6799927,1596.919922,27,1055.140015,126.3099976,,,,,,,,,,,,,
8/6/2020,1120.929932,133.1499939,1606.459961,26.02999878,1048.249969,123.2099991,,,,,,,,,,,,,
8/7/2020,1109.890015,135.7099915,1577.089966,26,1047.789978,125.6199951,,,,,,,,,,,,,
8/8/2020,1125.109985,136.2899933,1588.02002,22,1052.459961,125.909996,,,,,,,,,,,,,
8/9/2020,1149.73999,135.7799988,1605.579956,27,1044.359985,125.7399979,,,,,,,,,,,,,
8/10/2020,1122.119995,135.3099976,1592.119995,26.93999863,1052.079987,125.1100006,,,,,,,,,,,,,
8/11/2020,1108.619995,125.0099945,1541.919922,29.01999855,1053.190002,115.1699982,,,,,,,,,,,,,
8/12/2020,1135.880005,7.059999943,1.059999943,65.97000122,0.779999971,7.21999979,,,,,,,,,,,,,
8/13/2020,5.589999676,4.849999905,0.439999998,59,0.269999981,5.089999676,,,,,,,,,,,,,
8/14/2020,1079.609985,130.0099945,1619.589966,27,1051.459961,119.9699936,,,,,,,,,,,,,
8/15/2020,1165.72998,133.7099915,1584.109985,30,1043.599945,123.6800003,,,,,,,,,,,,,
8/16/2020,1085.869995,132.1299896,1595.429932,29.02999878,1037.290009,122.25,,,,,,,,,,,,,
8/17/2020,1125.880005,133.8799896,1567.929932,31.97999954,1047.149963,123.8199997,,,,,,,,,,,,,
8/18/2020,1153.47998,136.7899933,1602.659912,32,1045.829987,126.9899979,,,,,,,,,,,,,
8/19/2020,1119.109985,136.3099976,1606.97998,30,1040.709991,126.3299942,,,,,,,,,,,,,
8/20/2020,1131.900024,140.9899902,1611.569946,30.97999954,1045.639954,130.9700012,,,,,,,,,,,,,
8/21/2020,1116.859985,141.4100037,1611.349976,30.01999855,1047.159973,131.3799896,,,,,,,,,,,,,
8/22/2020,1097.789917,140.0500031,1591.099976,30,1043.099976,130.1199951,,,,,,,,,,,,,
8/23/2020,1090.969971,139.2899933,1593.209961,29.87999916,1041.379944,129.2599945,,,,,,,,,,,,,
8/24/2020,1089.390015,137.3999939,1605.459961,28.02999878,1043.22995,127.25,,,,,,,,,,,,,
8/25/2020,Null,Null,Null,Null,#VALUE!,Null,,,,,,,,,,,,,
8/26/2020,1115.119995,135.2599945,1581.959961,29,1034.48999,125.5899963,,,,,,,,,,,,,
8/27/2020,1056.530029,140.1399994,1611.059937,29.96999931,1039.429993,130.1199951,,,,,,,,,,,,,
8/28/2020,1066.539917,140.9400024,1583.97998,28,1047.139984,130.9299927,,,,,,,,,,,,,
8/29/2020,1119.780029,143.2099915,1601.689941,28.87999916,1041.069946,133.1799927,,,,,,,,,,,,,
8/30/2020,1115.530029,139.2799988,1594.289917,29,1048.099976,129.1299896,,,,,,,,,,,,,
8/31/2020,1066.709961,138.8300018,1589.390015,27,1040.039948,128.7700043,,,,,,,,,,,,,
9/1/2020,1115.72998,4.869999886,0.439999998,80,0.219999999,5.150000095,,,,,,,,,,,,,
9/2/2020,1162.660034,5.210000038,0.449999988,85,0.299999982,5.329999924,,,,,,,,,,,,,
9/3/2020,1115.23999,138.6900024,1602.859985,31,1043.719971,128.5099945,,,,,,,,,,,,,
9/4/2020,1075.660034,140.7899933,1593.299927,29,1044.269989,130.7700043,,,,,,,,,,,,,
9/5/2020,1134.160034,138.7599945,1582.439941,30,1043.549988,128.6799927,,,,,,,,,,,,,
9/6/2020,1121.900024,138.6600037,1604.469971,30,1043.799957,128.6900024,,,,,,,,,,,,,
9/7/2020,1099.289917,137.9799957,1609.319946,30.02999878,1035.669952,128.0299988,,,,,,,,,,,,,
9/8/2020,1098.640015,139.8499908,1584.329956,29,1040.559967,129.7700043,,,,,,,,,,,,,
9/9/2020,Null,Null,0.439999998,0,0.269999981,Null,,,,,,,,,,,,,
9/10/2020,1111.349976,142.2599945,1609.569946,31,1035.589966,132.1900024,,,,,,,,,,,,,
9/11/2020,1113.299927,143.1999969,1598.75,31,1043.769958,133.2299957,,,,,,,,,,,,,
9/12/2020,1117.47998,145.3799896,1592.880005,30,1037.829987,135.2700043,,,,,,,,,,,,,
9/13/2020,1097.049927,143.7799988,1598.630005,29,1043.359985,133.6299896,,,,,,,,,,,,,
9/14/2020,1083.579956,145.0899963,1575.719971,29,1043.230011,134.8499908,,,,,,,,,,,,,
9/15/2020,1137.650024,142.6499939,1593.969971,28.96999931,1044.169952,132.3799896,,,,,,,,,,,,,
9/16/2020,1100.619995,146.0899963,1556.169922,28,1048.619995,135.8199921,,,,,,,,,,,,,
9/17/2020,1102.439941,144.3499908,1614.039917,28,1043.379974,134.1999969,,,,,,,,,,,,,
9/18/2020,1089.900024,145.4899902,1574.640015,28,1048.429962,135.3300018,,,,,,,,,,,,,
9/19/2020,1098.929932,143.3300018,1592.719971,28,1044.829956,133.1699982,,,,,,,,,,,,,
9/20/2020,1074.049927,143.9899902,1570.589966,28,1045.529968,133.5699921,,,,,,,,,,,,,
9/21/2020,1073.789917,143.7899933,1593.949951,27,1040.939941,133.4799957,,,,,,,,,,,,,
9/22/2020,1094.530029,144.5800018,1583.439941,28,1048.109985,134.3199921,,,,,,,,,,,,,
9/23/2020,1149.5,4.730000019,0.519999981,200,0.280000001,4.929999828,,,,,,,,,,,,,
9/24/2020,1150.25,4.789999962,0.439999998,200,0.289999992,5.019999981,,,,,,,,,,,,,
9/25/2020,1099.219971,4.809999943,0.439999998,56,0.299999982,5,,,,,,,,,,,,,
9/26/2020,1152.130005,138.6999969,1593.640015,31,1044.889984,128.5800018,,,,,,,,,,,,,
9/27/2020,1121.73999,140.1199951,1566.109985,30,1037.669952,130.0299988,,,,,,,,,,,,,
9/28/2020,1091.689941,139.8099976,1584.369995,30,1050.909973,129.5599976,,,,,,,,,,,,,
9/29/2020,1119.52002,5.429999828,0.439999998,48.97999954,0.129999995,5.670000076,,,,,,,,,,,,,
9/30/2020,1149.809937,8.429999352,0.529999971,200,0.089999996,8.679999352,,,,,,,,,,,,,
10/1/2020,6.519999981,7.489999771,0.449999988,0,0.219999999,7.75,,,,,,,,,,,,,
10/2/2020,1126.839966,142.5399933,1585.75,30,1038.77002,132.3999939,,,,,,,,,,,,,
10/3/2020,1123.299927,145.3199921,1615.919922,29,1052.410004,135.0599976,,,,,,,,,,,,,
10/4/2020,1108.030029,144.5599976,1570.01001,29,1043.569977,134.2799988,,,,,,,,,,,,,
10/5/2020,1096.049927,145.7799988,1586.390015,28,1032.439972,135.5999908,,,,,,,,,,,,,
10/6/2020,1108.380005,146.9799957,1612.079956,28,1040.809967,136.7599945,,,,,,,,,,,,,
10/7/2020,1053.039917,146.2899933,1607.409912,26,1050.649994,135.9100037,,,,,,,,,,,,,
10/8/2020,1061.530029,29.29999924,105.7099991,43.96999741,787.3499756,26.76000023,,,,,,,,,,,,,
10/9/2020,1096.449951,144.9299927,1601.150024,27,1051.499939,134.6499939,,,,,,,,,,,,,
10/10/2020,1097.48999,146.6199951,1603.140015,26,1054.549957,136.2299957,,,,,,,,,,,,,
10/11/2020,1081.219971,5.929999828,0.439999998,200,0.299999982,6.150000095,,,,,,,,,,,,,
10/12/2020,1060.919922,5.130000114,0.419999987,200,0.299999982,5.309999943,,,,,,,,,,,,,
10/13/2020,1072.369995,5.349999905,0.439999998,200,0.239999995,5.599999905,,,,,,,,,,,,,
10/14/2020,1065.699951,5.029999733,0.439999998,200,0.280000001,5.289999962,,,,,,,,,,,,,
10/15/2020,1050.559937,9.220000267,0.319999993,90,0.280000001,9.449999809,,,,,,,,,,,,,
10/16/2020,1101.419922,147.8099976,1586.640015,30,1049.71994,137.4899902,,,,,,,,,,,,,
10/17/2020,1079.949951,146.8600006,1590.279907,29,1042.029968,136.5899963,,,,,,,,,,,,,
10/18/2020,1052,145.6999969,1598.329956,29,1044.769958,135.4499969,,,,,,,,,,,,,
